%time,field.header.seq,field.header.stamp,field.point.x,field.point.y,field.point.z,field.time_ref
1423459758934960652,1075,1423459758890494108,1.404,0.357,0.258,1423496235200000047
1423459759148674971,1076,1423459759119251966,1.404,0.366,0.249,1423496235400000095
1423459759612673576,1077,1423459759588701963,1.422,0.369,0.246,1423496235900000095
1423459759876450863,1078,1423459759829405069,1.432,0.383,0.259,1423496236099999904
1423459760090045331,1079,1423459760068264007,1.435,0.383,0.254,1423496236400000095
1423459760554122591,1080,1423459760550726890,1.451,0.386,0.253,1423496236900000095
1423459760817828688,1081,1423459760789515018,1.457,0.4,0.26,1423496237099999904
1423459761031396387,1082,1423459761028263092,1.469,0.398,0.262,1423496237299999952
1423459761295137261,1083,1423459761268008947,1.467,0.408,0.255,1423496237599999904
1423459761508716597,1084,1423459761498750925,1.481,0.415,0.252,1423496237799999952
1423459761772474375,1085,1423459761734536886,1.479,0.414,0.258,1423496238000000000
1423459762236501689,1086,1423459762198066949,1.491,0.423,0.251,1423496238500000000
1423459762450137225,1087,1423459762428895950,1.499,0.423,0.257,1423496238700000047
1423459762713817652,1088,1423459762669538021,1.498,0.43,0.248,1423496239000000000
1423459763178080274,1089,1423459763150053024,1.516,0.438,0.249,1423496239500000000
1423459763391839846,1090,1423459763388736009,1.521,0.455,0.261,1423496239700000047
1423459764156202145,1091,1423459764106991052,1.543,0.455,0.256,1423496240400000095
1423459764369859740,1092,1423459764350740909,1.547,0.469,0.257,1423496240700000047
1423459764833885441,1093,1423459764818226099,1.556,0.477,0.256,1423496241099999904
1423459765097551434,1094,1423459765058962106,1.569,0.474,0.258,1423496241400000095
1423459765311276322,1095,1423459765299638986,1.564,0.486,0.246,1423496241599999904
1423459765825388261,1096,1423459765778090953,1.586,0.491,0.246,1423496242099999904
1423459766039037297,1097,1423459766019860029,1.594,0.508,0.259,1423496242299999952
1423459766302671766,1098,1423459766259547948,1.597,0.504,0.254,1423496242599999904
1423459766766740255,1099,1423459766746026039,1.615,0.512,0.254,1423496243099999904
1423459766980428667,1100,1423459766978703975,1.619,0.527,0.262,1423496243299999952
1423459767244186208,1101,1423459767210447072,1.627,0.519,0.263,1423496243500000000
1423459767457903104,1102,1423459767439215898,1.627,0.533,0.256,1423496243799999952
1423459767671473637,1103,1423459767669922113,1.642,0.537,0.254,1423496244000000000
1423459767935173688,1104,1423459767900757074,1.643,0.543,0.259,1423496244200000047
1423459768399197199,1105,1423459768360327005,1.654,0.547,0.252,1423496244700000047
1423459769313957517,1106,1423459769309365987,1.682,0.563,0.246,1423496245599999904
1423459769577686651,1107,1423459769541127920,1.689,0.577,0.254,1423496245900000095
1423459769791362873,1108,1423459769777888059,1.685,0.577,0.256,1423496246099999904
1423459770305395470,1109,1423459770259331941,1.707,0.583,0.255,1423496246599999904
1423459770519033476,1110,1423459770499144077,1.708,0.599,0.258,1423496246799999952
1423459770782826493,1111,1423459770747852087,1.715,0.59,0.262,1423496247099999904
1423459770996498996,1112,1423459770987559080,1.718,0.603,0.254,1423496247299999952
1423459771260271006,1113,1423459771219264030,1.729,0.612,0.254,1423496247500000000
1423459771473960222,1114,1423459771460047006,1.721,0.613,0.247,1423496247799999952
1423459771737702621,1115,1423459771699832916,1.734,0.614,0.258,1423496248000000000
1423459771951404690,1116,1423459771930567979,1.737,0.623,0.249,1423496248200000047
1423459772165228125,1117,1423459772160331964,1.747,0.633,0.252,1423496248500000000
1423459772428899867,1118,1423459772389108896,1.74,0.632,0.245,1423496248700000047
1423459772892996589,1119,1423459772870532989,1.761,0.639,0.246,1423496249200000047
1423459773357041387,1120,1423459773356067895,1.766,0.654,0.251,1423496249700000047
1423459773820949540,1121,1423459773798679113,1.782,0.659,0.251,1423496250099999904
1423459774034729946,1122,1423459774029436111,1.789,0.672,0.253,1423496250299999952
1423459774298643505,1123,1423459774259162902,1.788,0.67,0.259,1423496250599999904
1423459774512255346,1124,1423459774498853921,1.797,0.68,0.254,1423496250799999952
1423459774776024612,1125,1423459774745682001,1.808,0.684,0.253,1423496251099999904
1423459774989699074,1126,1423459774979387998,1.806,0.69,0.257,1423496251299999952
1423459775253392166,1127,1423459775210231065,1.815,0.69,0.257,1423496251500000000
1423459775467105916,1128,1423459775438914060,1.822,0.702,0.258,1423496251799999952
1423459775680747899,1129,1423459775671725988,1.828,0.697,0.259,1423496252000000000
1423459775944602403,1130,1423459775901458978,1.826,0.71,0.245,1423496252200000047
1423459776408620446,1131,1423459776360003948,1.846,0.716,0.248,1423496252700000047
1423459776872624092,1132,1423459776828471899,1.842,0.724,0.245,1423496253099999904
1423459777336750829,1133,1423459777288044929,1.868,0.733,0.25,1423496253599999904
