%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1423459752858958109,943,1423459752838538885,1.237,0.266,0.262,0.0,0.0,0.0,1.0
1423459753322901274,944,1423459753303096055,1.247,0.269,0.257,0.0,0.0,0.0,1.0
1423459753586672502,945,1423459753550918102,1.257,0.266,0.253,0.0,0.0,0.0,1.0
1423459753800380195,946,1423459753778557062,1.26,0.28,0.259,0.0,0.0,0.0,1.0
1423459754014004169,947,1423459754008414030,1.275,0.273,0.263,0.0,0.0,0.0,1.0
1423459754277681641,948,1423459754241120100,1.273,0.282,0.255,0.0,0.0,0.0,1.0
1423459754491330043,949,1423459754477899074,1.285,0.28,0.259,0.0,0.0,0.0,1.0
1423459754755031671,950,1423459754739593029,1.285,0.29,0.258,0.0,0.0,0.0,1.0
1423459755219208454,951,1423459755178257942,1.301,0.298,0.254,0.0,0.0,0.0,1.0
1423459755432899980,952,1423459755409893989,1.311,0.306,0.252,0.0,0.0,0.0,1.0
1423459755646574954,953,1423459755637706041,1.308,0.307,0.25,0.0,0.0,0.0,1.0
1423459756110482147,954,1423459756108273983,1.326,0.309,0.25,0.0,0.0,0.0,1.0
1423459756874988068,955,1423459756837500095,1.346,0.333,0.257,0.0,0.0,0.0,1.0
1423459757088735990,956,1423459757078282117,1.357,0.325,0.258,0.0,0.0,0.0,1.0
1423459757502609588,957,1423459757479898929,1.364,0.335,0.259,0.0,0.0,0.0,1.0
1423459757716267061,958,1423459757708656072,1.369,0.345,0.258,0.0,0.0,0.0,1.0
1423459757979982335,959,1423459757943434000,1.384,0.348,0.254,0.0,0.0,0.0,1.0
1423459758193595719,960,1423459758179160118,1.379,0.352,0.254,0.0,0.0,0.0,1.0
1423459758457448065,961,1423459758408005952,1.396,0.353,0.262,0.0,0.0,0.0,1.0
1423459758671162350,962,1423459758639724016,1.392,0.359,0.256,0.0,0.0,0.0,1.0
1423459758934971249,963,1423459758890494108,1.404,0.357,0.258,0.0,0.0,0.0,1.0
1423459759148683989,964,1423459759119251966,1.404,0.366,0.249,0.0,0.0,0.0,1.0
1423459759612686033,965,1423459759588701963,1.422,0.369,0.246,0.0,0.0,0.0,1.0
1423459759876465816,966,1423459759829405069,1.432,0.383,0.259,0.0,0.0,0.0,1.0
1423459760090120920,967,1423459760068264007,1.435,0.383,0.254,0.0,0.0,0.0,1.0
1423459760554028631,968,1423459760550726890,1.451,0.386,0.253,0.0,0.0,0.0,1.0
1423459760817728838,969,1423459760789515018,1.457,0.4,0.26,0.0,0.0,0.0,1.0
1423459761031384599,970,1423459761028263092,1.469,0.398,0.262,0.0,0.0,0.0,1.0
1423459761295215744,971,1423459761268008947,1.467,0.408,0.255,0.0,0.0,0.0,1.0
1423459761508936199,972,1423459761498750925,1.481,0.415,0.252,0.0,0.0,0.0,1.0
1423459761772618511,973,1423459761734536886,1.479,0.414,0.258,0.0,0.0,0.0,1.0
1423459762236708608,974,1423459762198066949,1.491,0.423,0.251,0.0,0.0,0.0,1.0
1423459762450281541,975,1423459762428895950,1.499,0.423,0.257,0.0,0.0,0.0,1.0
1423459762713892658,976,1423459762669538021,1.498,0.43,0.248,0.0,0.0,0.0,1.0
1423459763177983216,977,1423459763150053024,1.516,0.438,0.249,0.0,0.0,0.0,1.0
1423459763391826534,978,1423459763388736009,1.521,0.455,0.261,0.0,0.0,0.0,1.0
1423459764156331298,979,1423459764106991052,1.543,0.455,0.256,0.0,0.0,0.0,1.0
1423459764369870011,980,1423459764350740909,1.547,0.469,0.257,0.0,0.0,0.0,1.0
1423459764833824541,981,1423459764818226099,1.556,0.477,0.256,0.0,0.0,0.0,1.0
1423459765097425029,982,1423459765058962106,1.569,0.474,0.258,0.0,0.0,0.0,1.0
1423459765311069900,983,1423459765299638986,1.564,0.486,0.246,0.0,0.0,0.0,1.0
1423459765825175761,984,1423459765778090953,1.586,0.491,0.246,0.0,0.0,0.0,1.0
1423459766038873721,985,1423459766019860029,1.594,0.508,0.259,0.0,0.0,0.0,1.0
1423459766302584775,986,1423459766259547948,1.597,0.504,0.254,0.0,0.0,0.0,1.0
1423459766766564671,987,1423459766746026039,1.615,0.512,0.254,0.0,0.0,0.0,1.0
1423459766980239179,988,1423459766978703975,1.619,0.527,0.262,0.0,0.0,0.0,1.0
1423459767243960743,989,1423459767210447072,1.627,0.519,0.263,0.0,0.0,0.0,1.0
1423459767457626224,990,1423459767439215898,1.627,0.533,0.256,0.0,0.0,0.0,1.0
1423459767671305951,991,1423459767669922113,1.642,0.537,0.254,0.0,0.0,0.0,1.0
1423459767935075228,992,1423459767900757074,1.643,0.543,0.259,0.0,0.0,0.0,1.0
1423459768399200905,993,1423459768360327005,1.654,0.547,0.252,0.0,0.0,0.0,1.0
1423459769314035217,994,1423459769309365987,1.682,0.563,0.246,0.0,0.0,0.0,1.0
1423459769577888070,995,1423459769541127920,1.689,0.577,0.254,0.0,0.0,0.0,1.0
1423459769791576751,996,1423459769777888059,1.685,0.577,0.256,0.0,0.0,0.0,1.0
1423459770305610291,997,1423459770259331941,1.707,0.583,0.255,0.0,0.0,0.0,1.0
1423459770519362999,998,1423459770499144077,1.708,0.599,0.258,0.0,0.0,0.0,1.0
1423459770782960103,999,1423459770747852087,1.715,0.59,0.262,0.0,0.0,0.0,1.0
1423459770996544297,1000,1423459770987559080,1.718,0.603,0.254,0.0,0.0,0.0,1.0
1423459771260361620,1001,1423459771219264030,1.729,0.612,0.254,0.0,0.0,0.0,1.0
1423459771474116953,1002,1423459771460047006,1.721,0.613,0.247,0.0,0.0,0.0,1.0
1423459771737843561,1003,1423459771699832916,1.734,0.614,0.258,0.0,0.0,0.0,1.0
1423459771951516261,1004,1423459771930567979,1.737,0.623,0.249,0.0,0.0,0.0,1.0
1423459772165228158,1005,1423459772160331964,1.747,0.633,0.252,0.0,0.0,0.0,1.0
1423459772429068929,1006,1423459772389108896,1.74,0.632,0.245,0.0,0.0,0.0,1.0
1423459772893075612,1007,1423459772870532989,1.761,0.639,0.246,0.0,0.0,0.0,1.0
1423459773357054269,1008,1423459773356067895,1.766,0.654,0.251,0.0,0.0,0.0,1.0
1423459773821077248,1009,1423459773798679113,1.782,0.659,0.251,0.0,0.0,0.0,1.0
1423459774034856042,1010,1423459774029436111,1.789,0.672,0.253,0.0,0.0,0.0,1.0
1423459774298564630,1011,1423459774259162902,1.788,0.67,0.259,0.0,0.0,0.0,1.0
1423459774512240298,1012,1423459774498853921,1.797,0.68,0.254,0.0,0.0,0.0,1.0
1423459774776036416,1013,1423459774745682001,1.808,0.684,0.253,0.0,0.0,0.0,1.0
1423459774989702459,1014,1423459774979387998,1.806,0.69,0.257,0.0,0.0,0.0,1.0
1423459775253401076,1015,1423459775210231065,1.815,0.69,0.257,0.0,0.0,0.0,1.0
1423459775467117139,1016,1423459775438914060,1.822,0.702,0.258,0.0,0.0,0.0,1.0
1423459775680656502,1017,1423459775671725988,1.828,0.697,0.259,0.0,0.0,0.0,1.0
1423459775944703515,1018,1423459775901458978,1.826,0.71,0.245,0.0,0.0,0.0,1.0
1423459776408709645,1019,1423459776360003948,1.846,0.716,0.248,0.0,0.0,0.0,1.0
1423459776872645128,1020,1423459776828471899,1.842,0.724,0.245,0.0,0.0,0.0,1.0
1423459777336980015,1021,1423459777288044929,1.868,0.733,0.25,0.0,0.0,0.0,1.0
1423459777550601393,1022,1423459777530818939,1.873,0.745,0.251,0.0,0.0,0.0,1.0
1423459777764199742,1023,1423459777760622024,1.871,0.744,0.253,0.0,0.0,0.0,1.0
1423459778027940275,1024,1423459777998333930,1.883,0.757,0.256,0.0,0.0,0.0,1.0
1423459778241650284,1025,1423459778229181051,1.893,0.76,0.25,0.0,0.0,0.0,1.0
1423459778505396486,1026,1423459778468857049,1.891,0.764,0.257,0.0,0.0,0.0,1.0
1423459778969388461,1027,1423459778968338012,1.902,0.773,0.256,0.0,0.0,0.0,1.0
1423459779233128933,1028,1423459779224139928,1.913,0.782,0.253,0.0,0.0,0.0,1.0
1423459779446684375,1029,1423459779444840908,1.906,0.783,0.249,0.0,0.0,0.0,1.0
1423459779960646426,1030,1423459779919326066,1.925,0.79,0.252,0.0,0.0,0.0,1.0
1423459780174345473,1031,1423459780146167039,1.931,0.801,0.251,0.0,0.0,0.0,1.0
1423459780438013326,1032,1423459780388844966,1.925,0.798,0.249,0.0,0.0,0.0,1.0
1423459780651739286,1033,1423459780618567943,1.939,0.811,0.254,0.0,0.0,0.0,1.0
1423459781566486261,1034,1423459781539689064,1.959,0.83,0.256,0.0,0.0,0.0,1.0
1423459781780109256,1035,1423459781768416881,1.97,0.837,0.251,0.0,0.0,0.0,1.0
1423459782194148859,1036,1423459782180978059,1.966,0.841,0.254,0.0,0.0,0.0,1.0
1423459782458007053,1037,1423459782418757915,1.976,0.848,0.254,0.0,0.0,0.0,1.0
1423459782671761055,1038,1423459782649513959,1.98,0.846,0.25,0.0,0.0,0.0,1.0
1423459782885693307,1039,1423459782879245996,1.981,0.859,0.258,0.0,0.0,0.0,1.0
1423459783149348582,1040,1423459783108103036,1.977,0.855,0.244,0.0,0.0,0.0,1.0
1423459783413117101,1041,1423459783371794939,1.991,0.867,0.253,0.0,0.0,0.0,1.0
1423459783576751664,1042,1423459783569610118,2.001,0.869,0.252,0.0,0.0,0.0,1.0
1423459783840511713,1043,1423459783820331096,2.001,0.877,0.254,0.0,0.0,0.0,1.0
1423459784304487534,1044,1423459784289776086,2.013,0.883,0.248,0.0,0.0,0.0,1.0
1423459784568183925,1045,1423459784538548946,2.022,0.895,0.25,0.0,0.0,0.0,1.0
1423459784781843917,1046,1423459784768335103,2.015,0.893,0.242,0.0,0.0,0.0,1.0
1423459785246052294,1047,1423459785238909959,2.034,0.903,0.245,0.0,0.0,0.0,1.0
1423459785509760171,1048,1423459785479573965,2.04,0.915,0.25,0.0,0.0,0.0,1.0
1423459785723552199,1049,1423459785708390951,2.04,0.912,0.259,0.0,0.0,0.0,1.0
1423459785987305195,1050,1423459785951164960,2.048,0.924,0.253,0.0,0.0,0.0,1.0
1423459786200874316,1051,1423459786178864002,2.058,0.93,0.249,0.0,0.0,0.0,1.0
1423459786414487671,1052,1423459786409703016,2.057,0.935,0.256,0.0,0.0,0.0,1.0
1423459786928782330,1053,1423459786881150007,2.067,0.943,0.248,0.0,0.0,0.0,1.0
1423459787142264402,1054,1423459787108890056,2.078,0.95,0.252,0.0,0.0,0.0,1.0
1423459787355967585,1055,1423459787351680994,2.07,0.952,0.243,0.0,0.0,0.0,1.0
1423459787619693115,1056,1423459787588443040,2.082,0.954,0.254,0.0,0.0,0.0,1.0
1423459787833418516,1057,1423459787819164991,2.087,0.963,0.252,0.0,0.0,0.0,1.0
1423459788097270832,1058,1423459788059926033,2.098,0.973,0.25,0.0,0.0,0.0,1.0
1423459788311089347,1059,1423459788288674116,2.089,0.97,0.244,0.0,0.0,0.0,1.0
1423459788775229739,1060,1423459788753290891,2.108,0.98,0.245,0.0,0.0,0.0,1.0
1423459789039205211,1061,1423459788999027013,2.116,0.995,0.256,0.0,0.0,0.0,1.0
1423459789252802163,1062,1423459789228766918,2.118,0.992,0.258,0.0,0.0,0.0,1.0
1423459789466509813,1063,1423459789459430932,2.124,1.003,0.255,0.0,0.0,0.0,1.0
1423459789730262127,1064,1423459789690206050,2.132,1.005,0.246,0.0,0.0,0.0,1.0
1423459789944092481,1065,1423459789929018974,2.133,1.012,0.25,0.0,0.0,0.0,1.0
1423459790207758351,1066,1423459790169718980,2.14,1.012,0.256,0.0,0.0,0.0,1.0
1423459790421462613,1067,1423459790408471107,2.146,1.022,0.254,0.0,0.0,0.0,1.0
1423459790685218849,1068,1423459790640242099,2.151,1.029,0.246,0.0,0.0,0.0,1.0
1423459790898909287,1069,1423459790869959115,2.15,1.032,0.249,0.0,0.0,0.0,1.0
1423459791112596888,1070,1423459791098767995,2.157,1.03,0.255,0.0,0.0,0.0,1.0
1423459791376370550,1071,1423459791341500043,2.162,1.042,0.25,0.0,0.0,0.0,1.0
1423459791590040060,1072,1423459791570167064,2.171,1.051,0.251,0.0,0.0,0.0,1.0
1423459791853698653,1073,1423459791809009075,2.164,1.049,0.242,0.0,0.0,0.0,1.0
1423459792317507762,1074,1423459792278506994,2.184,1.061,0.25,0.0,0.0,0.0,1.0
1423459792531324923,1075,1423459792509238958,2.19,1.073,0.251,0.0,0.0,0.0,1.0
1423459792795030842,1076,1423459792756032943,2.186,1.072,0.246,0.0,0.0,0.0,1.0
1423459793008675825,1077,1423459792999722003,2.197,1.083,0.253,0.0,0.0,0.0,1.0
1423459793923355110,1078,1423459793917710065,2.218,1.103,0.25,0.0,0.0,0.0,1.0
1423459794187300926,1079,1423459794151458978,2.225,1.108,0.246,0.0,0.0,0.0,1.0
1423459794400888489,1080,1423459794389168977,2.214,1.111,0.239,0.0,0.0,0.0,1.0
1423459794865000498,1081,1423459794849693059,2.235,1.122,0.25,0.0,0.0,0.0,1.0
1423459795128828396,1082,1423459795084397077,2.245,1.13,0.251,0.0,0.0,0.0,1.0
1423459795342560305,1083,1423459795319111108,2.239,1.134,0.258,0.0,0.0,0.0,1.0
1423459795806627851,1084,1423459795798593997,2.256,1.139,0.248,0.0,0.0,0.0,1.0
