%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1423459374035605014,280,1423459374007208108,2.115,0.24,0.248,0.0,0.0,0.0,1.0
1423459374499587920,281,1423459374467678070,2.134,0.236,0.245,0.0,0.0,0.0,1.0
1423459374763359071,282,1423459374721462965,2.148,0.242,0.256,0.0,0.0,0.0,1.0
1423459374977008813,283,1423459374930233955,2.151,0.244,0.252,0.0,0.0,0.0,1.0
1423459375441003442,284,1423459375398664951,2.165,0.238,0.249,0.0,0.0,0.0,1.0
1423459375654592375,285,1423459375627451896,2.173,0.247,0.26,0.0,0.0,0.0,1.0
1423459375918286377,286,1423459375887160062,2.166,0.246,0.244,0.0,0.0,0.0,1.0
1423459376131902913,287,1423459376118859052,2.184,0.246,0.252,0.0,0.0,0.0,1.0
1423459376395611602,288,1423459376358597993,2.198,0.244,0.253,0.0,0.0,0.0,1.0
1423459376609310866,289,1423459376587348937,2.198,0.248,0.256,0.0,0.0,0.0,1.0
1423459376823033552,290,1423459376817198991,2.213,0.243,0.255,0.0,0.0,0.0,1.0
1423459377086853076,291,1423459377046905994,2.211,0.246,0.247,0.0,0.0,0.0,1.0
1423459377300536401,292,1423459377287655115,2.223,0.25,0.25,0.0,0.0,0.0,1.0
1423459377564258903,293,1423459377519407033,2.221,0.254,0.245,0.0,0.0,0.0,1.0
1423459378028210671,294,1423459377996927976,2.241,0.246,0.248,0.0,0.0,0.0,1.0
