%time,field.header.seq,field.header.stamp,field.point.x,field.point.y,field.point.z,field.time_ref
1423459450570217002,641,1423459450550226926,4.311,0.535,0.262,1423495926900000095
1423459450783834028,642,1423459450778986930,4.306,0.535,0.257,1423495927099999904
1423459451247843400,643,1423459451238449096,4.318,0.534,0.255,1423495927599999904
1423459451511530022,644,1423459451469198942,4.327,0.542,0.265,1423495927799999952
1423459451725124268,645,1423459451698956966,4.318,0.545,0.249,1423495928000000000
1423459451938693430,646,1423459451931734085,4.335,0.546,0.261,1423495928299999952
1423459452202456326,647,1423459452159552097,4.339,0.543,0.255,1423495928500000000
1423459452866702536,648,1423459452860764980,4.349,0.553,0.259,1423495929200000047
1423459453130452323,649,1423459453088576078,4.354,0.553,0.255,1423495929400000095
1423459453344054709,650,1423459453320312976,4.347,0.559,0.249,1423495929599999904
1423459453808100558,651,1423459453777837991,4.364,0.556,0.258,1423495930099999904
1423459454021746338,652,1423459454008605957,4.371,0.561,0.256,1423495930299999952
1423459454285516017,653,1423459454238352060,4.362,0.565,0.25,1423495930599999904
1423459454749506470,654,1423459454722827911,4.378,0.561,0.254,1423495931000000000
1423459454963062637,655,1423459454933619976,4.386,0.566,0.259,1423495931299999952
1423459455677452377,656,1423459455627846956,4.397,0.568,0.251,1423495932000000000
1423459455891105847,657,1423459455872522115,4.407,0.578,0.259,1423495932200000047
1423459456104742035,658,1423459456098357915,4.405,0.578,0.26,1423495932400000095
1423459456368445786,659,1423459456331068038,4.403,0.578,0.26,1423495932700000047
1423459456582121769,660,1423459456560792922,4.404,0.577,0.261,1423495932900000095
1423459457496763923,661,1423459457487951040,4.404,0.577,0.261,1423495933799999952
