%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1423458518023700351,0,1423458518023582776,6.69707345963,9.07396030426,11.6130943298,0.0257039672842,0.999644203868,-1.51932699921e-11,0.00712542897246
1423458518043723081,0,1423458518043582338,6.69579219818,9.07412719727,11.6139173508,0.0257499348552,0.999643097404,-1.51933700783e-11,0.00711467965136
1423458518063705300,0,1423458518063577499,6.6961889267,9.07491016388,11.6132707596,0.0257190590004,0.999643967414,-1.51932388791e-11,0.00710411262547
1423458518083720371,0,1423458518083579038,6.69530487061,9.07528018951,11.6135654449,0.0257612426392,0.999643136139,-1.51931038194e-11,0.00706815022708
1423458518083824018,0,1423458518083633195,6.69564390182,9.0752286911,11.6136522293,0.025743015731,0.999643580416,-1.5193173856e-11,0.00707172353644
1423458518103859299,0,1423458518103614952,6.69723176956,9.07486248016,11.6129426956,0.0256962571418,0.999644465453,-1.51929534924e-11,0.00711653417725
1423458518123671126,0,1423458518123579412,6.69712638855,9.07482337952,11.6129169464,0.0256788356451,0.999644877688,-1.51929061213e-11,0.0071215104975
1423458518143690823,0,1423458518143584082,6.69601106644,9.07481956482,11.6133060455,0.0257304155547,0.999643718115,-1.51930095087e-11,0.00709806651481
1423458518163713679,0,1423458518163574571,6.69584417343,9.0752363205,11.6130123138,0.0257270775939,0.999643748606,-1.51929288399e-11,0.0071058673732
1423458518183715194,0,1423458518183577103,6.69647932053,9.07485485077,11.6129198074,0.0257032008896,0.999644264566,-1.51929724348e-11,0.00711967579917
1423458518183974336,0,1423458518183627365,6.69681787491,9.07546806335,11.6122465134,0.0256972722497,0.999644469372,-1.5192473557e-11,0.0071123170361
1423458518203713468,0,1423458518203575547,6.6961350441,9.07600498199,11.6121253967,0.0256990977445,0.999644616905,-1.51922804816e-11,0.00708493251916
1423458518223738104,0,1423458518223582093,6.69490861893,9.07624816895,11.6126384735,0.0257389371173,0.99964376691,-1.51923556007e-11,0.00706019788245
1423458518243750558,0,1423458518243575128,6.69451093674,9.07748031616,11.6120376587,0.0257410674481,0.999643760636,-1.51917586572e-11,0.0070533161447
1423458518263716202,0,1423458518263573591,6.69464635849,9.07677555084,11.6123132706,0.0257504057408,0.999643512445,-1.51918442612e-11,0.00705440501401
1423458518283692190,0,1423458518283578546,6.69531822205,9.07618808746,11.6125059128,0.0257315708931,0.999643840251,-1.51921421779e-11,0.00707664527138
1423458518283948472,0,1423458518283634066,6.69716119766,9.07533073425,11.6117620468,0.0256936667518,0.999644524651,-1.51923850009e-11,0.00711757155729
1423458518303718558,0,1423458518303574859,6.69656896591,9.07541561127,11.611998558,0.025704862845,0.999644374559,-1.51922080538e-11,0.00709819967701
1423458518323699209,0,1423458518323575165,6.69509792328,9.07615375519,11.6123456955,0.0257506533725,0.99964341039,-1.51918935884e-11,0.00706794986669
1423458518343696007,0,1423458518343580648,6.69539165497,9.07526016235,11.6131715775,0.0257491397915,0.999643306291,-1.51925438902e-11,0.00708815831539
1423458518363720248,0,1423458518363571496,6.69628047943,9.07559108734,11.6125907898,0.0257240015198,0.999643874195,-1.51924232483e-11,0.00709933311888
1423458518383771867,0,1423458518383575720,6.69470739365,9.07727622986,11.612288475,0.0257727564072,0.999642993408,-1.51917373725e-11,0.007046329386
1423458518383785564,0,1423458518383624375,6.69540691376,9.07665157318,11.612323761,0.0257478972649,0.999643413508,-1.51919692724e-11,0.00707754316968
1423458518403666318,0,1423458518403575137,6.6958117485,9.07611560822,11.612578392,0.0257325482819,0.999643719925,-1.51922517334e-11,0.00709007576471
1423458518423731735,0,1423458518423575202,6.69599246979,9.07557582855,11.6129627228,0.0257254263307,0.999643882375,-1.51925732853e-11,0.00709301559673
1423458518443718045,0,1423458518443576794,6.69628667831,9.07507801056,11.6128845215,0.0257077866007,0.999644275893,-1.51926741636e-11,0.00710150559564
1423458518463726584,0,1423458518463581677,6.69694471359,9.07503890991,11.6126747131,0.0256805570066,0.999644781894,-1.51923283804e-11,0.00712874636855
1423458518483741380,0,1423458518483577092,6.69659233093,9.075258255,11.6127033234,0.0256915889198,0.999644631549,-1.51924155071e-11,0.00711005438938
1423458518483754932,0,1423458518483624222,6.6959104538,9.07571315765,11.6129922867,0.0257136178929,0.999644198139,-1.51922397477e-11,0.00709133140897
1423458518503738619,0,1423458518503578424,6.69708538055,9.07482147217,11.6131210327,0.025673931213,0.999644986552,-1.51926546863e-11,0.00712391166027
1423458518523704921,0,1423458518523573511,6.69868564606,9.07534790039,11.6117601395,0.0256342608967,0.999645810901,-1.51920565897e-11,0.0071510430095
1423458518543733942,0,1423458518543575928,6.69843101501,9.07587146759,11.6112384796,0.0256409096426,0.999645744387,-1.51915508817e-11,0.00713648943522
1423458518563709515,0,1423458518563575637,6.69755029678,9.07607078552,11.611577034,0.0256614954799,0.999645329054,-1.51916394594e-11,0.0071206566153
1423458518583733698,0,1423458518583586680,6.69969654083,9.07575416565,11.6110248566,0.0255789225542,0.999647163616,-1.51918969881e-11,0.00716009751644
1423458518583819069,0,1423458518583627533,6.69851398468,9.0759677887,11.6115131378,0.0256210720608,0.999646250051,-1.51917029567e-11,0.00713690586575
1423458518603718175,0,1423458518603575455,6.69714975357,9.07549953461,11.612736702,0.0256761550604,0.999644993938,-1.51920345426e-11,0.00711485453756
